2.68486	0.437775
-0.785157	-0.389804
-0.157936	0.164605
0.186701	-0.0419236
-0.11469	0.00252811
-0.167518	-0.019247
-0.0240595	0.215779
2.90813	0.592208
-0.817723	-0.298317
-0.24074	0.0429871
-0.0964405	0.205055
0.0329866	-0.0833109
0.0186991	-0.0441205
0.0554955	-0.0825332
4.66913	2.06394
0.224154	0.510216
-0.0432122	-0.691361
0.0102494	-0.0827894
-0.270272	0.0480626
-0.0651988	-0.0608152
-0.0836102	-0.0581998
5.16728	2.00795
-0.284751	0.598908
-0.0588372	-0.354969
0.420078	0.112167
-0.147552	0.0172099
-0.0148412	-0.035999
-0.0902638	-0.241053
5.40518	2.01757
-0.730893	0.620513
0.191262	-0.352557
0.432766	0.27362
-0.450577	-0.152582
0.03297	0.145776
-0.215007	0.0212037
6.95924	1.27412
-0.924115	0.295058
0.339434	-0.171852
-0.318596	-0.424747
-0.0454656	0.0905924
-0.463152	-0.00831498
0.0729739	-0.00412171
5.96849	0.550898
-0.734396	0.847244
0.359222	-0.0287636
-0.106045	-0.0540977
-0.199388	-0.0970864
-0.341363	0.0503237
-0.192004	-0.128633
6.55181	0.447987
-0.610631	0.891489
0.672981	-0.0687121
0.248841	0.0788288
-0.253288	-0.00612862
-0.0295853	-0.28514
-0.126981	0.0134524
5.0515	1.80711
-0.621008	0.911607
0.148537	-0.395059
0.35597	0.103882
-0.398101	-0.158397
-0.0983479	0.185642
-0.0412661	-0.063828
6.3584	1.43355
-0.366868	-0.0126708
0.354799	0.152552
-0.234181	-0.348523
-0.216426	0.192055
-0.411536	-0.0692411
-0.00698673	-0.160203
5.03162	0.542807
0.105163	0.57299
0.403762	0.280116
-0.332848	-0.227453
-0.133353	0.0162359
-0.43715	-0.0551595
0.020794	0.0305614
5.74422	1.48392
-0.26538	0.443256
0.13775	-0.286679
0.221302	0.0590334
-0.18595	0.0870268
-0.165874	-0.0722433
-0.0630059	-0.0219195
4.31278	0.711372
-0.219733	0.344798
0.0828887	-0.119829
-0.0592754	-0.164672
-0.113215	0.146037
0.0569047	-0.0902163
-0.0860705	-0.00861664
3.37375	0.989462
-0.411263	0.455968
0.206015	0.0341362
0.0448091	-0.066095
-0.150565	-0.306393
0.0826635	0.0704164
-0.206267	-0.153478
4.94809	2.03158
-0.112934	0.397507
0.244162	-0.0619686
0.0730087	0.049094
0.0569505	0.0888557
0.0615181	0.0378716
-0.0330176	0.0428238
3.90504	-0.417474
0.100216	-0.167508
-0.107973	0.0673627
-0.14367	0.025632
-0.08497	0.0539589
-0.135149	-0.0640711
-0.122771	0.142478
3.94179	-0.00595583
-0.695275	0.0197536
0.0814836	0.0884993
-0.0320227	0.223151
0.0891576	0.17776
0.0469026	0.0187815
-0.0397137	0.145592
3.51626	0.640644
-0.350857	-0.0225451
-0.0350136	0.26913
0.128742	-0.334469
-0.325633	-0.0196516
-0.0334878	0.0430753
-0.06489	-0.0622859
6.55375	1.18621
-0.433036	0.112227
0.17677	-0.0356688
-0.362223	-0.30894
-0.373763	0.211979
-0.0779264	-0.0642406
0.0735251	0.120437
6.25676	1.51653
-0.261448	-0.407601
-0.328136	-0.290309
0.221554	-0.0318303
-0.315766	0.143737
0.0290146	0.0196445
0.0972572	0.164064
4.63581	1.86915
0.00816758	0.0667682
-0.00867984	0.18004
-0.0491527	-0.0896379
-0.0233745	0.172061
-0.116781	-0.0377069
-0.122973	0.0270612
4.44232	0.266423
-0.427706	0.195018
0.167311	-0.0148746
0.267424	0.0093925
-0.0392041	0.237403
-0.0949386	-0.0643999
0.106258	0.10012
4.59961	1.79283
-0.224718	0.146017
-0.286199	-0.034691
0.323134	0.00752645
-0.250557	0.188226
-0.224829	0.0783619
0.228822	0.103703
3.83833	1.56734
-0.133261	-0.156507
-0.33747	-0.0107319
-0.0202858	0.154427
0.26654	0.167109
-0.121262	-0.138252
-0.12262	-0.00755084
3.32304	1.35417
-0.551425	0.0032503
-0.0412245	0.239939
-0.106654	-0.0525631
-0.056876	0.0128634
0.0316159	0.0399019
0.0173875	0.150774
2.93498	0.647782
-0.784393	-0.305245
-0.047871	0.148558
-0.138264	0.0926417
2.64177	0.688992
-0.562181	-0.0519123
-0.079589	-0.0195274
-0.0833296	0.0534054
-0.0367085	-0.087423
-0.150606	0.232107
0.00953488	-0.127317
2.67475	0.684322
-0.938667	-0.164249
0.122299	0.0333702
-0.0772819	0.0391132
-0.182917	0.0491088
-0.278432	-0.120642
-0.0818772	0.151329
5.37272	1.18409
0.10086	-0.280457
0.253878	0.0606454
-0.110343	-0.0988057
-0.572931	-0.0150955
0.0743317	0.0811814
-0.144414	0.10211
6.68975	1.32509
-0.562119	0.0710471
0.407785	-0.197655
