-20.6957	-14.0155
-20.5973	1.06563
4.44503	-8.33368
0.176925	14.2551
3.82826	6.65232
-2.71096	0.38427
-6.07326	2.12187
-4.23989	9.80624
-0.973822	-7.29932
-4.88766	4.22725
-5.10438	4.89331
4.26787	-10.4609
-21.8677	-2.95624
-11.296	-3.81662
-7.18882	-14.924
-15.9161	-4.16323
-9.37714	-16.9921
-15.5041	-39.7146
-38.073	-10.8038
-9.59294	-7.50168
-10.2617	-12.646
-13.6885	-13.1743
0.783693	-8.92394
-17.3787	-37.6507
-18.9793	-8.03016
1.96857	-15.1729
-8.45204	0.353176
1.65786	-0.57188
5.00322	-0.558657
-8.14096	-37.6104
-30.4924	-11.9157
-18.9109	-16.9273
-16.1004	-28.0921
-28.8165	-19.9307
-23.0494	-5.70313
-1.28241	5.15622
5.18975	-27.6906
-28.938	-8.99834
-8.48057	-24.4476
-25.0383	-6.56551
-7.55115	-5.73171
-4.13765	-5.70352
-7.89953	-5.74895
-0.0850596	-6.01928
-0.0258812	-27.0072
-17.2471	-11.0481
-22.5683	-13.9504
-10.9658	-23.9702
-27.5155	-25.1995
-22.6932	-17.2319
-19.7176	-18.1795
-14.9309	-10.328
-11.5825	-9.35264
-12.0135	-9.79729
-11.2609	-8.65334
0.12274	-13.0771
-3.96427	-17.3398
-12.7455	-24.995
-28.5833	-0.541789
-2.76991	-15.0123
-13.4033	-29.591
-25.1998	-20.6611
-22.2991	-13.627
-16.0095	-27.5423
-23.7409	-18.4263
-11.3515	0.655461
9.53436	-10.038
-15.555	-7.61506
-8.73014	-11.7509
-9.96795	-13.6214
-11.5463	-1.84302
-1.09299	-1.43454
-0.514729	-3.35793
2.90911	-8.81108
4.01111	-18.7023
-22.409	-13.2906
-11.974	-13.3398
-12.3759	-41.6727
-43.1124	-0.88909
-2.11204	-10.2008
-5.75049	5.01809
7.26818	-14.6591
-20.4936	-9.8398
-17.7186	-14.7869
-19.6177	-15.1782
-18.0814	3.77601
-7.36498	-2.07641
-5.72229	-2.18522
0.355111	-7.57718
-8.70374	-4.24093
-2.7075	-16.7247
-13.228	-16.6552
-15.5302	-32.1827
-25.936	-18.4446
-16.2566	-0.847002
-2.93846	-12.239
-12.3513	-10.6888
-16.3599	-12.0759
6.09773	-10.5022
-7.00215	-8.8953
0.0287579	3.47319
2.23863	1.34399
4.08412	2.29442
-2.6329	9.03359
5.36466	-21.556
-21.9088	-17.7677
-25.0001	-0.189248
-2.3202	-6.26484
-5.68213	-5.49734
-7.74497	-6.92424
-3.58757	-3.34759
-6.26823	2.49868
-19.6629	-17.5179
-20.7024	0.744579
-0.784214	-11.1153
-14.6591	0.69938
-9.24239	-0.416195
-4.70016	-0.577692
-11.6494	-11.4069
-6.43525	2.75945
-7.86253	6.33515
-1.79429	-6.77362
-11.0341	-4.56497
-7.58986	4.75143
-4.11761	-4.92262
-4.57189	-2.37631
-3.69029	-14.1059
-16.981	-19.2292
-17.5452	-11.4704
-11.3812	-27.7079
-23.1329	-28.1252
-29.3212	-11.8587
-13.5848	4.86049
5.27319	-25.1397
-23.0829	-7.90275
-6.73461	-22.1518
-16.9713	0.515669
3.53019	-11.0645
-11.6788	-21.793
-21.695	-12.5454
-8.54714	-8.18307
-6.99151	-17.6341
-9.91163	-17.1806
-16.4755	-10.251
-11.3699	-40.9073
-44.5963	-6.63018
-10.8905	-21.9673
-24.0136	-3.1247
-4.65798	-24.6846
-23.3456	-18.2061
-12.6233	-9.68734
